#multi:
	nose 			left front paw 			left back paw 			tail			
t	x	y	frame	x	y	frame	x	y	frame	x	y	frame	
5.283												
5.292												
5.300												
5.308												
5.317												
5.325												
5.333												
5.342												
5.350												
5.358												
5.367												
5.375												
5.383												
5.392												
5.400												
5.408												
5.417												
5.425												
5.433												
5.442												
5.450												
5.458												
5.467												
5.475												
5.483												
5.492												
5.500												
5.508												
5.517												
5.525												
5.533												
5.542												
5.550												
5.558												
5.567												
5.575												
5.583												
5.592												
5.600												
5.608												
5.617												
5.625												
5.633												
5.642												
5.650												
5.658												
5.667												
5.675												
5.683												
5.692												
5.700												
5.708												
5.717												
5.725												
5.733												
5.742												
5.750												
5.758												
5.767												
5.775												
5.783												
5.792												
5.800												
5.808												
5.817												
5.825												
5.833												
5.842												
5.850												
5.858												
5.867												
5.875												
5.883												
5.892												
5.900												
5.908												
5.917												
5.925												
5.933												
5.942												
5.950												
5.958												
5.967												
5.975												
5.983												
5.992												
6.000												
6.008												
6.017												
6.025												
6.033												
6.042												
6.050												
6.058												
6.067												
6.075												
6.083												
6.092												
6.100												
6.108												
6.117												
6.125												
6.133												
6.142												
6.150												
6.158												
6.167												
6.175												
6.183												
6.192												
6.200												
6.208												
6.217												
6.225												
6.233												
6.242												
6.250												
6.258												
6.267												
6.275												
6.283												
6.292												
6.300												
6.308												
6.317												
6.325												
6.333												
6.342												
6.350												
6.358												
6.367												
6.375												
6.383							393.3	-895.4	766	451.6	-595.4	766
6.392												
6.400												
6.408												
6.417												
6.425												
6.433												
6.442												
6.450												
6.458												
6.467												
6.475												
6.483												
6.492												
6.500												
6.508												
6.517												
6.525												
6.533												
6.542												
6.550												
6.558												
6.567												
6.575												
6.583												
6.592												
6.600												
6.608												
6.617												
6.625												
6.633												
6.642												
6.650												
6.658												
6.667												
6.675												
6.683												
6.692												
6.700												
6.708												
6.717												
6.725												
6.733												
6.742												
6.750												
6.758												
6.767												
6.775												
6.783												
6.792												
6.800												
6.808												
6.817												
6.825												
6.833												
6.842												
6.850												
6.858												
6.867												
6.875												
6.883												
6.892												
6.900												
6.908												
6.917												
6.925												
6.933												
6.942												
6.950												
6.958												
6.967												
6.975												
6.983												
6.992												
7.000												
7.008												
7.017												
7.025												
7.033												
7.042												
7.050												
7.058												
7.067												
7.075												
7.083												
7.092												
7.100												
7.108												
7.117												
7.125												
7.133												
7.142												
7.150												
7.158				842.0	-851.7	859						
7.167												
7.175												
7.183												
7.192												
7.200												
7.208												
7.217												
7.225												
7.233												
7.242												
7.250												
7.258												
7.267												
7.275												
7.283												
7.292												
7.300												
7.308												
7.317												
7.325												
7.333												
7.342												
7.350												
7.358												
7.367												
7.375												
7.383												
7.392												
7.400												
7.408												
7.417												
7.425												
7.433												
7.442												
7.450												
7.458												
7.467												
7.475												
7.483												
7.492							842.0	-857.6	899			
7.500												
7.508												
7.517												
7.525												
7.533												
7.542												
7.550												
7.558												
7.567												
7.575												
7.583												
7.592												
7.600												
7.608												
7.617												
7.625												
7.633												
7.642												
7.650												
7.658												
7.667												
7.675												
7.683												
7.692												
7.700												
7.708												
7.717												
7.725												
7.733												
7.742												
7.750												
7.758												
7.767												
7.775												
7.783												
7.792												
7.800												
7.808												
7.817												
7.825												
7.833												
7.842												
7.850												
7.858												
7.867												
7.875												
7.883												
7.892												
7.900												
7.908												
7.917												
7.925												
7.933												
7.942												
7.950												
7.958												
7.967												
7.975												
7.983												
7.992												
8.000												
8.008												
8.017												
8.025												
8.033												
8.042												
8.050												
8.058												
8.067												
8.075												
8.083												
8.092												
8.100												
8.108												
8.117				1.279E3	-802.2	974				731.3	-569.1	974
