#multi:
	nose			front left paw 			front left knee			front left thigh			back left paw 			back left knee 			back left thigh			tail base 			
t	x	y	frame	x	y	frame	x	y	frame	x	y	frame	x	y	frame	x	y	frame	x	y	frame	x	y	frame	
2.950																								
2.958																								
2.967																								
2.975																								
2.983																								
2.992																								
3.000																								
3.008																								
3.017																								
3.025																								
3.033																								
3.042																								
3.050																								
3.058																								
3.067																								
3.075																								
3.083																								
3.092																								
3.100																								
3.108																								
3.117																								
3.125																								
3.133																								
3.142																								
3.150																								
3.158																								
3.167																								
3.175																								
3.183																								
3.192																								
3.200	279.7	-627.4	384													894.4	-609.9	384	888.6	-487.6	384			
3.208																								
3.217																								
3.225																								
3.233																								
3.242																								
3.250																								
3.258																								
3.267																								
3.275																								
3.283																								
3.292																								
3.300	221.4	-639.1	396	748.8	-778.9	396	684.7	-580.8	396	574.0	-510.9	396												
3.308																								
3.317																								
3.325																								
3.333																								
3.342																								
3.350																								
3.358																								
3.367																								
3.375																								
3.383																								
3.392																								
3.400																								
3.408																								
3.417																								
3.425																								
3.433																								
3.442																								
3.450																								
3.458																								
3.467																								
3.475																								
3.483																								
3.492																								
3.500																								
3.508																								
3.517																								
3.525																								
3.533																								
3.542																								
3.550																								
3.558																								
3.567																								
3.575																								
3.583																								
3.592																								
3.600																								
3.608																								
3.617																								
3.625																								
3.633																								
3.642																								
3.650																								
3.658																								
3.667																								
3.675																								
3.683																								
3.692																								
3.700																								
3.708																								
3.717																								
3.725																								
3.733																								
3.742																								
3.750																								
3.758																								
3.767																								
3.775																								
3.783																								
3.792																								
3.800																								
3.808																								
3.817													329.2	-784.7	458	361.3	-595.4	458	442.9	-510.9	458	527.3	-502.1	458
3.825																								
3.833																								
3.842																								
3.850																								
3.858																								
3.867																								
3.875																								
3.883																								
3.892																								
3.900																								
3.908																								
3.917																								
3.925																								
3.933																								
3.942																								
3.950																								
3.958																								
3.967																								
3.975																								
3.983																								
3.992																								
4.000																								
4.008																								
4.017																								
4.025																								
4.033																								
4.042																								
4.050																								
4.058																								
4.067																								
4.075																								
4.083																								
4.092																								
4.100																								
4.108																								
4.117																								
4.125																								
4.133																								
4.142																								
4.150																								
4.158																								
4.167																								
4.175																								
4.183																								
4.192																								
4.200																								
4.208																								
4.217																								
4.225																								
4.233																								
4.242																								
4.250																								
4.258																								
4.267																								
4.275																								
4.283																								
4.292																								
4.300																								
4.308																								
4.317																								
4.325																								
4.333																								
4.342																								
4.350																								
4.358													265.1	-802.2	523	99.06	-618.7	523	96.15	-510.9	523	119.5	-449.7	523
